,rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id,rally_length
0,4921,1,00:10:31,18932,3,4,19,net shot,0.0,0,2.0,7,-0.1682926829268294,0.3689062500000002,no such data,19,8,126.3,336.1,8,152.4,641.58,0,0,4920,1
1,4921,1,00:54:57,98917,20,22,19,lob,0.0,1,1.0,4,1.2865853658536586,-1.4207291666666666,,,7,219.3,588.79,8,187.8,364.09,0,0,4920,12
2,4922,1,00:07:33,13615,1,1,29,push/rush,0.0,1,2.0,3,1.2243902439024388,1.7056770833333337,opponent's ball landed,19,8,204.5,358.59,8,153.3,701.45,0,0,4921,1
3,4922,1,00:19:04,34320,10,13,22,net shot,0.0,0,2.0,7,0.0024390243902437,-0.0897916666666667,,,7,191.8,573.66,8,174.9,326.42,0,0,4921,2
4,4922,1,00:49:52,89780,18,14,7,defensive shot,0.0,1,2.0,5,1.4036585365853662,0.6692708333333334,no such data,7,8,187.8,305.41,8,245.1,726.92,0,0,4921,9
5,4922,2,00:22:52,41186,14,16,22,lob,0.0,0,1.0,4,1.274390243902439,-1.5694270833333337,,,7,221.5,528.59,7,204.5,392.42,0,0,4921,9
6,4923,2,00:41:48,75255,9,8,22,net shot,0.0,0,2.0,7,0.2426829268292683,0.3076041666666664,,,7,216.4,381.55,8,187.9,615.95,0,0,4922,9
7,4923,3,00:23:31,42331,16,10,7,lob,0.0,1,1.0,8,0.6158536585365854,-1.3339583333333334,,,8,174.1,627.82,8,148.1,331.0,0,0,4922,9
8,4923,4,00:40:31,72949,7,7,22,net shot,0.0,0,2.0,7,0.7975609756097561,0.2630208333333333,,,8,152.4,355.44,8,184.5,612.01,0,0,4922,9
9,4923,5,00:08:29,15281,5,1,7,net shot,0.0,0,2.0,1,-1.14390243902439,-0.2484374999999999,,,8,188.4,609.91,8,170.6,325.87,0,0,4922,9
10,4923,6,00:42:41,76849,10,8,22,lob,0.0,0,1.0,6,-0.95,1.2926041666666663,,,8,156.8,329.19,8,188.2,711.12,0,0,4922,9
11,4923,7,00:23:40,42622,16,10,7,defensive shot,0.0,1,1.0,7,-0.6195121951219512,-0.4825520833333332,,,8,197.3,689.17,8,117.8,226.29,0,0,4922,9
12,4923,8,00:37:45,67956,3,6,22,defensive shot,0.0,0,2.0,7,-0.3792682926829268,0.2930729166666665,no such data,22,8,130.3,234.02,6,84.5,724.82,0,0,4922,9
13,4923,9,00:14:14,25640,7,9,22,net shot,0.0,0,2.0,7,-0.8512195121951219,0.0096354166666667,,,7,126.7,577.15,8,160.8,314.21,0,0,4922,11
14,4923,1,00:47:26,85384,11,9,11,net shot,0.0,0,2.0,7,-0.4426829268292684,0.03734375,,,7,140.0,557.72,8,175.3,319.03,0,0,4922,5
15,4923,1,01:01:33,110794,6,2,34,long service,0.0,1,1.0,3,1.1536585365853662,1.6815104166666668,,,8,168.7,311.91,8,215.3,648.49,0,0,4922,5
16,4923,2,00:51:52,93365,15,11,11,defensive shot,0.0,0,2.0,7,0.175609756097561,-0.4413541666666667,,,8,219.0,672.64,4,253.4,187.68,0,0,4922,9
17,4923,3,00:26:59,48586,18,14,34,clear,1.0,0,1.0,3,1.380487804878049,1.6013541666666669,,,4,269.0,186.55,8,195.5,682.1,0,0,4922,9
18,4923,4,00:46:35,83860,10,9,11,defensive shot,0.0,0,2.0,2,1.3012195121951218,-0.3440625,no such data,11,8,201.5,692.3,9,209.5,192.08,0,0,4922,9
19,4923,5,00:57:52,104163,18,15,11,net shot,0.0,1,2.0,7,-0.2999999999999999,-0.0771874999999999,,,7,105.3,583.47,8,142.7,322.34,0,0,4922,9
20,4924,5,00:19:37,35332,11,10,34,net shot,0.0,0,2.0,2,-1.0963414634146342,0.3246875000000002,,,8,132.7,331.42,7,123.9,568.36,0,0,4923,9
21,4924,6,00:39:07,70413,1,4,11,net shot,0.0,0,2.0,2,1.1439024390243904,-0.1736458333333332,,,7,143.9,564.14,8,160.4,290.25,0,0,4923,9
22,4924,7,01:01:33,110794,6,2,34,long service,0.0,1,1.0,3,1.1536585365853662,1.6815104166666668,,,8,168.7,311.91,8,215.3,648.49,0,0,4923,9
23,4924,8,0:44:25,79958,10,5,11,net shot,0.0,0,2.0,7,-0.024390243902439,-0.23234375,,,8,218.4,637.25,8,189.0,295.79,0,0,4923,9
24,4924,9,00:20:59,37782,12,10,34,push/rush,0.0,0,2.0,10,0.671951219512195,1.8045833333333328,out,11,8,199.3,299.37,8,206.4,595.09,0,0,4923,9
25,4924,1,00:06:25,11560,1,0,25,lob,0.0,0,1.0,3,-0.875609756097561,-1.4315104166666668,,,7,129.1,533.42,8,146.9,357.76,0,0,4923,11
26,4924,1,00:30:06,54187,10,11,6,push/rush,0.0,0,1.0,3,0.9682926829268294,1.5247916666666663,,,7,140.5,374.04,8,176.0,639.79,0,0,4923,11
27,4924,2,00:24:58,44963,21,16,25,short service,0.0,1,2.0,7,-0.2426829268292683,-0.3319270833333334,,,8,182.0,623.91,8,126.0,282.1,0,0,4923,24
28,4924,3,01:07:18,121143,19,18,6,defensive shot,0.0,0,1.0,7,0.5548780487804879,0.5336979166666668,,,8,130.2,289.21,8,147.7,742.78,0,0,4923,24
29,4924,4,00:10:07,18230,6,3,25,drop,0.0,0,2.0,7,0.4597560975609754,-0.4174479166666665,,,8,151.6,737.91,8,180.4,321.34,0,0,4923,24
30,4924,5,00:23:06,41605,1,3,6,defensive shot,0.0,1,1.0,8,-0.5439024390243902,1.0550520833333337,,,8,169.9,317.93,5,263.3,702.89,0,0,4923,24
31,4924,6,00:11:43,21107,7,6,25,defensive shot,0.0,0,2.0,8,-0.5707317073170733,-0.73671875,,,8,250.6,686.64,4,266.5,199.32,0,0,4923,24
32,4924,7,00:33:29,60277,12,13,6,smash,1.0,0,2.0,8,0.795121951219512,1.0276562499999995,,,6,251.0,217.65,8,227.1,695.82,0,0,4923,24
33,4924,8,00:19:25,34972,16,12,25,defensive shot,0.0,1,1.0,1,-1.0439024390243905,-0.2702604166666666,,,8,207.9,690.18,9,248.9,185.13,0,0,4923,24
34,4924,9,00:29:40,53414,10,10,6,clear,0.0,1,1.0,9,0.7658536585365855,1.511302083333333,,,9,241.3,201.53,8,197.4,659.97,0,0,4923,24
35,4924,10,00:08:28,15246,3,2,25,defensive shot,0.0,1,2.0,1,-1.1341463414634143,-0.2920833333333332,no such data,25,8,202.6,678.35,6,283.3,240.08,0,0,4923,24
36,4924,11,00:23:49,42892,19,15,25,drop,0.0,0,2.0,7,0.8951219512195122,-0.5177604166666668,,,8,246.4,745.73,8,180.7,241.73,0,0,4923,24
37,4925,11,01:03:41,114650,17,16,6,clear,1.0,0,1.0,5,1.225609756097561,1.36140625,,,8,198.5,237.1,8,181.8,656.98,0,0,4924,24
38,4925,12,00:22:31,40556,18,15,25,defensive shot,0.0,1,2.0,1,-1.1658536585365853,-0.4350520833333332,,,8,190.3,658.01,8,141.2,222.73,0,0,4924,24
